confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk,word_pk
,Para-counterpart (),,,48694,{},,lešinen,48695,297839,42403
,Super-counterpart (),,,48695,{},,resen,48696,298234,42789
,Exact counterpart (),,,48696,{},,resaďon,48697,298629,42788
,Sub-counterpart (),,,48697,{},,aven ánde,48698,299024,41669
,Sub-counterpart (),,,48698,{},,džan ánde,48699,299024,41959
,Exact counterpart (),,,48699,{},,džan khére,48700,563279,41961
,Sub-counterpart (),,,48700,{},,phíraven,48701,299419,42699
,Super-counterpart (),,,48701,{},,ledžen,48702,299419,42392
,Exact counterpart (),,,48702,{},,anen,48703,301394,41641
,Exact counterpart (),,,48703,{},,bičhaven,48704,301789,41726
,Super-counterpart (),,,48704,{},,ledžen,48705,302184,42392
,Super-counterpart (),,,48705,{},,vėzėtinen,48706,302579,43121
,Sub-counterpart (),,,48706,{},,tráden,48707,302579,43040
,Super-counterpart (),,,48707,{},,phíren,48708,302974,42700
,Super-counterpart (),,,48708,{},,"ňominen, ňuminen",48709,303369,42566
,Super-counterpart (),,,48709,{},,definen,48710,303369,41900
, (),,,48710,{},,tolinen,48711,303369,43034
,Super-counterpart (),,,48712,{},,drom,48713,303764,41943
,Exact counterpart (),,,48713,{},,orságúto,48714,303764,42602
,Super-counterpart (),,,48714,{},,drom,48715,304159,41943
,Exact counterpart (),,,48718,{},,hída,48719,304554,42135
,Exact counterpart (),,,48719,{},,koči,48720,304949,42329
,Super-counterpart (),,,48720,{},,verda,48721,304949,43115
,Exact counterpart (),,,48721,{},,kereko,48722,305344,42265
,Para-counterpart (),,,48722,{},,kórmáňi,48723,305344,42352
,Exact counterpart (),,,48723,{},,"tengó, tengóva",48724,305739,43000
,Exact counterpart (),,,48724,{},,"sánkó, sánkóva",48725,550244,42829
,Exact counterpart (),,,48725,{},,"hajó, hajóva",48726,306529,42097
,Exact counterpart (),,,48726,{},,čónako,48727,306924,41861
,Exact counterpart (),,,48727,{},,ladiko,48728,306924,42371
,Super-counterpart (),,,48728,{},,kompo,48729,308109,42339
,Super-counterpart (),,,48729,{},,"ėvėdzó, ėvėzó",48730,308504,42000
,Super-counterpart (),,,48730,{},,"ėvėdzó, ėvėzó",48731,308899,42000
,Super-counterpart (),,,48731,{},,ėvėdzinen,48732,309294,41999
,Exact counterpart (),,,48732,{},,hajókórmáňi,48733,309689,42098
,Exact counterpart (),,,48733,{},,hajóskero kórmáňi,48734,309689,42100
,Super-counterpart (),,,48734,{},,kórmáňi,48735,309689,42352
,Super-counterpart (),,,48735,{},,plasta,48736,310479,42726
,Exact counterpart (),,,48736,{},,mačka (2),48737,310874,42436
,Super-counterpart (),,,48737,{},,terďon,48738,311664,43004
,Exact counterpart (),,,48738,{},,len,48739,312849,42397
,Super-counterpart (),,,48739,{},,astaren,48740,313244,41663
,Sub-counterpart (),,,48740,{},,ispiden,48741,313244,42142
,Para-counterpart (),,,48741,{},,uštiden,48742,313244,43078
,Super-counterpart (),,,48742,{},,ikren,48743,313639,42164
,Exact counterpart (),,,48743,{},,uštiden,48744,314034,43078
,Super-counterpart (),,,48744,{},,muken,48745,314429,42507
,Para-counterpart (),,,48745,{},,ikren,48746,314429,42164
,Super-counterpart (),,,48746,{},,búti,48747,314824,41776
,Exact counterpart (),,,48747,{},,den,48748,315219,41904
,Exact counterpart (),,,48748,{},,den pále,48749,315614,41907
,Super-counterpart (),,,48749,{},,ikren,48750,316009,42164
,Exact counterpart (),,,48750,{},,mentinen,48751,316799,42464
,Exact counterpart (),,,48751,{},,šemmiššítinen,48752,317194,42858
,Exact counterpart (),,,48752,{},,thoven tėnkrė,48753,317194,43019
,Super-counterpart (The more explicit keren bėlėšėto lit. ‘make injury’ is uncommon.),,,48753,{},,máren,48754,317589,42451
,Super-counterpart (),,,48754,{},,ruminen,48755,571179,42807
,Super-counterpart (),,,48755,{},,"zijand, zijėnd",48756,571179,43163
,Super-counterpart (),,,48756,{},,roden,48757,317984,42795
,Exact counterpart (),,,48757,{},,alakhen,48758,318379,41623
,Exact counterpart (),,,48758,{},,našaven,48759,318774,42539
,Super-counterpart (),,,48759,{},,muken,48760,319169,42507
,Super-counterpart (),,,48760,{},,lóvo,48761,319564,42422
,Super-counterpart (),,,48761,{},,lóvo,48762,319959,42422
,Exact counterpart (),,,48762,{},,barválo,48763,320354,41703
,Super-counterpart (),,,48763,{},,čoro,48764,320749,41865
,Exact counterpart (),,,48764,{},,kódúši,48765,321144,42331
,Super-counterpart (),,,48765,{},,žugorotno,48766,321539,43172
,Exact counterpart (),,,48766,{},,žuvárno,48767,321539,43177
,Exact counterpart (),,,48767,{},,den kéčen,48768,321934,41906
,Exact counterpart (),,,48768,{},,len kéčen,48769,322329,42398
,Super-counterpart (),,,48769,{},,kamen,48770,322724,42217
,Super-counterpart (),,,48770,{},,kéčeno,48771,323119,42245
,Exact counterpart (),,,48771,{},,poťinen,48772,323514,42745
,Exact counterpart (),,,48772,{},,sámla,48773,323909,42825
,Exact counterpart (),,,48773,{},,účeto,48774,323909,43058
,Super-counterpart (),,,48774,{},,sázollíko,48775,324304,42845
,Exact counterpart (),,,48775,{},,daňe,48776,324304,41893
,Super-counterpart (),,,48778,{},,poťinibe,48779,325094,42746
,Super-counterpart (),,,48779,{},,fizėtíši,48780,325094,42032
,Sub-counterpart (),,,48780,{},,órabíro,48781,325094,42599
,Super-counterpart (),,,48781,{},,roden,48782,325489,42795
,Exact counterpart (),,,48782,{},,ťinen,48783,325884,43028
,Exact counterpart (),,,48783,{},,biknen,48784,326279,41734
,Para-counterpart (),,,48784,{},,paruven,48785,326674,42647
,Para-counterpart (),,,48785,{},,kereškedinen,48786,326674,42271
,Para-counterpart (),,,48786,{},,kofázinen,48787,326674,42333
,Sub-counterpart (),,,48787,{},,šeftelinen,48788,326674,42847
,Exact counterpart (),,,48788,{},,kereškedó,48789,327069,42272
,Sub-counterpart (),,,48789,{},,kofa,48790,327069,42332
,Exact counterpart (),,,48790,{},,pijarci,48791,327464,42712
,Exact counterpart (),,,48791,{},,bóta,48792,327859,41759
,Exact counterpart (),,,48792,{},,izleto,48793,327859,42184
,Super-counterpart (),,,48793,{},,írtíko,48794,328254,42177
,Exact counterpart (),,,48794,{},,kuč,48795,328649,42363
,Exact counterpart (),,,48795,{},,óčóno,48796,329044,42572
,Super-counterpart (),,,48796,{},,ulaven,48797,329439,43067
,Super-counterpart (),,,48797,{},,pal,48798,330229,42617
,Super-counterpart (),,,48798,{},,pal,48799,330624,42617
,Super-counterpart (),,,48799,{},,andi,48800,577499,41640
,Super-counterpart (),,,48800,{},,ki,48801,500079,42301
,Exact counterpart (),,,48801,{},,paš,48802,331019,42649
,Exact counterpart (),,,48802,{},,uze,48803,331019,43082
,Sub-counterpart (),,,48803,{},,téle,48804,331414,42995
,Sub-counterpart (),,,48804,{},,télal,48805,331414,42973
,Super-counterpart (),,,48805,{},,angli,48806,331809,41644
,Super-counterpart (),,,48806,{},,angli,48807,332204,41644
,Sub-counterpart (),,,48807,{},,andi,48808,332599,41640
,Sub-counterpart (),,,48808,{},,onďánde,48809,332599,42590
,Sub-counterpart (),,,48809,{},,ánde,48810,332599,41638
,Sub-counterpart (),,,48810,{},,onďári,48811,332994,42591
,Sub-counterpart (),,,48811,{},,ári,48812,332994,41652
,Super-counterpart (),,,48812,{},,tal,48813,333389,42974
,Sub-counterpart (),,,48813,{},,"upre, uppe",48814,333784,43070
,Sub-counterpart (),,,48814,{},,upral,48815,333784,43069
,Super-counterpart (),,,48815,{},,perdal,48816,571574,42668
,Super-counterpart (),,,48816,{},,than,48817,334179,43014
,Exact counterpart (),,,48817,{},,thoven (2),48818,334969,43018
,Super-counterpart (),,,48818,{},,bešen,48819,335364,41722
,Exact counterpart (),,,48819,{},,paššon,48820,335759,42650
,Super-counterpart (),,,48820,{},,terďon,48821,336154,43004
,Super-counterpart (),,,48821,{},,"áčhon, áčhen",48822,336549,41606
,Exact counterpart (),,,48822,{},,maradíko,48823,336944,42449
,Super-counterpart (),,,48823,{},,keden,48824,337339,42248
,Super-counterpart (),,,48824,{},,ėmėlinen,48825,337734,41985
,Super-counterpart (),,,48825,{},,keden eketháne,48826,338129,42249
,Exact counterpart (),,,48826,{},,keren sít,48827,338919,42269
,Super-counterpart (),,,48827,{},,ostinen,48828,338919,42607
,Super-counterpart (),,,48828,{},,ulaven,48829,339314,43067
,Para-counterpart (),,,48829,{},,ostinen,48830,339314,42607
,Exact counterpart (),,,48830,{},,praven,48831,339709,42752
,Exact counterpart (),,,48831,{},,keren ári,48832,339709,42268
,Exact counterpart (),,,48832,{},,keren ánde,48833,340104,42267
,Exact counterpart (),,,48833,{},,učharen,48834,340499,43059
,Exact counterpart (),,,48834,{},,garuven,48835,340894,42056
,Super-counterpart (),,,48835,{},,účo,48836,341289,43060
,Exact counterpart (),,,48836,{},,alačonno,48837,341684,41622
,Para-counterpart (),,,48837,{},,špicco,48838,342079,42942
,Super-counterpart (),,,48838,{},,upruno,48839,342079,43072
,Exact counterpart (),,,48839,{},,"fėnėkė, fėnėka",48840,342474,42020
,Super-counterpart (),,,48840,{},,vígo,48841,342869,43127
,Super-counterpart (),,,48841,{},,heďešno,48842,343264,42127
,Exact counterpart (),,,48842,{},,sílo,48843,343659,42892
,Super-counterpart (),,,48843,{},,šarka,48844,343659,42835
,Super-counterpart (),,,48844,{},,epaš,48845,344054,41990
,Exact counterpart (),,,48845,{},,kėzėpo,48846,344449,42287
,Exact counterpart (),,,48846,{},,jobno,48847,344844,42202
,Exact counterpart (),,,48847,{},,balogno,48848,345239,41683
,Sub-counterpart (),,,48848,{},,balgačno,48849,345239,41680
,Exact counterpart (),,,48849,{},,kėzé,48850,345634,42286
,Exact counterpart (),,,48850,{},,dúr,48851,346029,41954
,"Sub-counterpart (The word may be used in the sense of the cardinal direction ‘east’, though its major use is in the non-relative meaning ‘eastern Slovakia’.)",,,48851,{},,"víkhodo, víxodo",48852,346424,43129
,"Sub-counterpart (The word may be used in the sense of the cardinal direction ‘west’, though its major use is in the non-relative meaning ‘western Slovakia’.)",,,48852,{},,západo,48853,346819,43152
,Exact counterpart (),,,48853,{},,bárďon,48854,348004,41699
,Super-counterpart (),,,48854,{},,mírinen,48855,348399,42480
,Super-counterpart (),,,48855,{},,báro,48856,349189,41702
,Exact counterpart (),,,48856,{},,tikno,48857,349584,43023
,Sub-counterpart (),,,48857,{},,hurdo,48858,349584,42152
,Exact counterpart (),,,48858,{},,dugo,48859,349979,41945
,Super-counterpart (),,,48859,{},,účo,48860,350374,43060
,Exact counterpart (),,,48860,{},,harno,48861,350769,42116
,Super-counterpart (),,,48861,{},,bulho,48862,351164,41768
,Exact counterpart (),,,48863,{},,síkno,48864,351559,42886
,Super-counterpart (),,,48864,{},,bulho,48865,351954,41768
,Super-counterpart (),,,48865,{},,thúlo,48866,351954,43021
,Exact counterpart (),,,48866,{},,sáno,48867,352349,42830
,Sub-counterpart (),,,48867,{},,čišlo,48868,352349,41852
,Exact counterpart (),,,48868,{},,mílno,48869,352744,42472
,Exact counterpart (),,,48869,{},,čekílno,48870,353139,41798
,Exact counterpart (),,,48870,{},,lapošno,48871,353534,42383
,Exact counterpart (),,,48871,{},,igeňešno,48872,353929,42157
,Super-counterpart (),,,48873,{},,bango,48874,354324,41693
,Super-counterpart (The meaning ‘hook’ is rare.),,,48874,{},,horga,48875,354719,42146
,Super-counterpart (),,,48875,{},,šarka,48876,355114,42835
,Exact counterpart (),,,48876,{},,keresto,48877,355509,42274
,Super-counterpart (),,,48877,{},,kocka,48878,355904,42330
,Exact counterpart (),,,48878,{},,gembelígno,48879,356299,42059
,Exact counterpart (),,,48879,{},,kero,48880,356694,42277
,Exact counterpart (),,,48880,{},,guló,48881,357089,42084
,Super-counterpart (),,,48881,{},,číko,48882,357484,41841
,Super-counterpart (),,,48882,{},,hév,48883,357879,42132
,Sub-counterpart (),,,48883,{},,luka,48884,357879,42426
,Para-counterpart (),,,48884,{},,asso féliko,48885,358274,41662
,Exact counterpart (),,,48885,{},,hašollóno,48886,358274,42118
,Super-counterpart (This verbs’ meanings include that of ‘be similar’.),,,48886,{},,čalaven,48887,358274,41785
,Exact counterpart (),,,48887,{},,váltostatinen,48888,358669,43100
,Sub-counterpart (),,,48888,{},,változinen,48889,358669,43101
,Exact counterpart (),,,48889,{},,nulla,48890,359064,42570
,Exact counterpart (),,,48890,{},,jékh,48891,359459,42194
,Exact counterpart (),,,48891,{},,dúj,48892,359854,41947
,Exact counterpart (),,,48892,{},,trín,48893,360249,43045
,Exact counterpart (),,,48893,{},,štár,48894,360644,42946
,Exact counterpart (),,,48894,{},,pándž,48895,361039,42629
,Exact counterpart (),,,48895,{},,šó,48896,361434,42915
,Exact counterpart (),,,48896,{},,efta,48897,361829,41977
,Exact counterpart (),,,48897,{},,ofto,48898,362224,42576
,Exact counterpart (),,,48898,{},,eňňa,48899,362619,41988
,Exact counterpart (),,,48899,{},,deš,48900,363014,41913
,Exact counterpart (),,,48900,{},,dešujékh,48901,363409,41916
,Exact counterpart (),,,48901,{},,dešudúj,48902,363804,41915
,Exact counterpart (),,,48902,{},,dešupándž,48903,364199,41917
,Exact counterpart (),,,48903,{},,biš,48904,364594,41742
,Exact counterpart (),,,48904,{},,šel,48905,364989,42851
,Exact counterpart (),,,48905,{},,ezeri,48906,365384,42001
,Super-counterpart (),,,48906,{},,genen,48907,365779,42061
,Exact counterpart (),,,48907,{},,sogodi,48908,366174,42922
,Super-counterpart (),,,48908,{},,cilo,48909,366174,41844
,Exact counterpart (),,,48909,{},,sa,48910,366174,42810
,Super-counterpart (),,,48910,{},,but,48911,366569,41773
,Super-counterpart (),,,48911,{},,buter,48912,366964,41775
,Super-counterpart (),,,48912,{},,čulo,48913,367359,41878
,Super-counterpart (),,,48913,{},,čepo,48914,367359,41805
,Exact counterpart (),,,48914,{},,"dosta, dost",48915,367754,41942
,Exact counterpart (),,,48915,{},,valakiťi,48916,368149,43094
,Super-counterpart (),,,48916,{},,šoro,48917,368544,42935
,Super-counterpart (),,,48917,{},,pherdo (2),48918,368544,42696
,Super-counterpart (),,,48918,{},,pherdo (1),48919,368939,42695
,Exact counterpart (),,,48919,{},,čúčo,48920,369334,41869
,Super-counterpart (),,,48920,{},,epaš,48921,369729,41990
,Exact counterpart (),,,48921,{},,kotor,48922,571969,42358
,Super-counterpart (),,,48922,{},,epaš,48923,370124,41990
,Exact counterpart (),,,48923,{},,čak,48924,370519,41782
,Super-counterpart (),,,48924,{},,korkóro,48925,572364,42351
,Exact counterpart (),,,48925,{},,éšéno,48926,370914,41995
,Exact counterpart (),,,48926,{},,utóšóno,48927,371309,43080
,Exact counterpart (),,,48927,{},,dújto,48928,371704,41949
,Super-counterpart (),,,48928,{},,páro,48929,372099,42645
,Exact counterpart (),,,48929,{},,dúvar,48930,372494,41957
,Exact counterpart (),,,48930,{},,trito,48931,372889,43048
,Exact counterpart (),,,48931,{},,trínval,48932,373284,43046
,Super-counterpart (),,,48939,{},,"díve, dí",48940,373679,41934
,Exact counterpart (),,,48940,{},,névo,48941,374469,42555
,Exact counterpart (),,,48941,{},,térno,48942,374864,43007
,Exact counterpart (),,,48942,{},,phúro (1),48943,375259,42707
,Sub-counterpart (),,,48943,{},,puráno,48944,375259,42765
,Super-counterpart (),,,48944,{},,sig,48945,375654,42878
,Sub-counterpart (),,,48945,{},,"korán, korá",48946,375654,42349
,Sub-counterpart (),,,48946,{},,hajnábo,48947,375654,42095
,Exact counterpart (),,,48947,{},,kíšén,48948,376049,42314
,Exact counterpart (),,,48948,{},,akán,48949,376444,41616
,Exact counterpart (),,,48949,{},,minďár,48950,376839,42474
,Exact counterpart (),,,48950,{},,folva,48951,376839,42036
,Exact counterpart (),,,48951,{},,rekten,48952,376839,42783
,Exact counterpart (),,,48952,{},,ďoršan,48953,377234,41941
,Exact counterpart (),,,48953,{},,polóke,48954,377629,42739
,Exact counterpart (),,,48954,{},,siďanen,48955,378024,42877
,Exact counterpart (),,,48955,{},,šijėtinen,48956,378024,42881
,Exact counterpart (),,,48956,{},,kíšlinen,48957,378419,42317
,Exact counterpart (),,,48957,{},,kėzdinen,48958,378814,42284
,Exact counterpart (),,,48958,{},,kezdíši,48959,572759,42285
,Super-counterpart (),,,48959,{},,ikren,48960,379209,42164
,Super-counterpart (),,,48960,{},,vígo,48961,379604,43127
,Exact counterpart (),,,48961,{},,vígzinen,48962,379999,43128
,Exact counterpart (),,,48962,{},,muken abba,48963,380394,42508
,Exact counterpart (),,,48963,{},,kísno,48964,380789,42318
,Sub-counterpart (),,,48964,{},,kísítime,48965,380789,42315
,Exact counterpart (),,,48965,{},,"mindig, mindíg",48966,381184,42475
,Sub-counterpart (),,,48966,{},,"furt, fur",48967,381184,42045
,Sub-counterpart (),,,48967,{},,álondóvan,48968,381184,41630
,Exact counterpart (),,,48968,{},,ďakran,48969,381579,41812
,Super-counterpart (),,,48969,{},,butvar,48970,381579,41777
,Exact counterpart (),,,48970,{},,valakana,48971,381974,43093
,Super-counterpart (),,,48971,{},,valamikor,48972,381974,43095
,Sub-counterpart (),,,48972,{},,níha,48973,381974,42557
,Super-counterpart (),,,48973,{},,sig,48974,382369,42878
,Exact counterpart (),,,48974,{},,šoká,48975,382764,42929
,Super-counterpart (),,,48975,{},,but,48976,382764,41773
,Exact counterpart (),,,48976,{},,šoha,48977,383159,42925
,Exact counterpart (),,,48977,{},,papaleg,48978,383554,42633
,Exact counterpart (),,,48978,{},,újra,48979,383554,43065
,Exact counterpart (),,,48979,{},,újbú,48980,383554,43064
,Super-counterpart (),,,48980,{},,"díve, dí",48981,383949,41934
,Super-counterpart (),,,48981,{},,"díve, dí",48982,573154,41934
,Exact counterpart (),,,48982,{},,rat (2),48983,384344,42779
,Exact counterpart (),,,48983,{},,veradáši,48984,384739,43114
,Exact counterpart (),,,48984,{},,hajnalo,48985,384739,42096
,Exact counterpart (),,,48985,{},,raťaha,48986,385134,42780
,Exact counterpart (),,,48986,{},,dílo,48987,385529,41929
,Exact counterpart (),,,48987,{},,palodílo,48988,385924,42625
,Exact counterpart (),,,48988,{},,kéráti,48989,386319,42263
,Exact counterpart (),,,48989,{},,adádí,48990,386714,41609
,Exact counterpart (),,,48990,{},,táha,48991,387109,42970
,Exact counterpart (),,,48991,{},,palotáha,48992,387504,42626
,Exact counterpart (),,,48992,{},,ídž,48993,387899,42156
,Exact counterpart (),,,48993,{},,prekuídž,48994,388294,42755
,Super-counterpart (),,,48994,{},,óra,48995,388689,42598
,Super-counterpart (),,,48995,{},,óra,48996,389084,42598
,Super-counterpart (),,,48996,{},,kurko,48997,389479,42367
,Super-counterpart (),,,48998,{},,kurko,48999,389874,42367
,Exact counterpart (),,,48999,{},,hėtfeno,49000,390269,42131
,Exact counterpart (),,,49000,{},,kėddo,49001,390664,42247
,Exact counterpart (),,,49001,{},,serda,49002,391059,42866
,Exact counterpart (),,,49002,{},,čiterteko,49003,391454,41853
,Exact counterpart (),,,49003,{},,pinteko,49004,391849,42717
,Exact counterpart (),,,49004,{},,parašťú,49005,391849,42642
,Exact counterpart (),,,49005,{},,sobota,49006,392244,42917
,Exact counterpart (),,,49006,{},,masek,49007,392639,42454
,Exact counterpart (),,,49007,{},,berš,49008,393034,41719
,Exact counterpart (),,,49008,{},,jevend,49009,393429,42198
,Exact counterpart (),,,49009,{},,tavasi,49010,393824,42988
,Exact counterpart (),,,49010,{},,linaj,49011,394219,42412
,Exact counterpart (),,,49011,{},,éso,49012,394614,41998
,Exact counterpart (),,,49012,{},,oven sagošno,49013,395404,42610
,Exact counterpart (),,,49013,{},,sagulinen,49014,396194,42815
,Super-counterpart (),,,49014,{},,hajon,49015,396589,42099
,Super-counterpart (),,,49015,{},,sagošno,49016,396984,42814
,"Exact counterpart (There is no adjective or adjectival meaning ‘stinking’: the adjective khand-in-o, which is derived from the verb khanden ‘to stink, to smell foul’ given here, means ‘bloody, fucking’ rather than ‘stinking’.)",,,49016,{},,khanden,49017,397379,42294
,Exact counterpart (),,,49017,{},,izlinen,49018,397774,42185
,Exact counterpart (),,,49018,{},,gullo,49019,398169,42083
,Exact counterpart (),,,49019,{},,londo,49020,398564,42420
,Exact counterpart (),,,49020,{},,kerko,49021,398959,42276
,Exact counterpart (),,,49021,{},,šutlo,49022,399354,42959
,Super-counterpart (),,,49022,{},,londasto,49023,399749,42419
,Super-counterpart (),,,49023,{},,šunen,49024,400144,42954
,Super-counterpart (),,,49024,{},,šunen,49025,400539,42954
,Para-counterpart (),,,49025,{},,hango,49026,400934,42112
,Para-counterpart (),,,49026,{},,lárma,49027,400934,42385
,Super-counterpart (),,,49027,{},,hangošno,49028,401329,42113
,Exact counterpart (),,,49028,{},,čendešno,49029,401724,41803
,Super-counterpart (),,,49029,{},,dikhen,49030,402119,41921
,Super-counterpart (),,,49030,{},,dikhen,49031,402514,41921
,Para-counterpart (),,,49031,{},,bámulinen,49032,402514,41688
,Super-counterpart (),,,49032,{},,sikaven,49033,402909,42882
,Super-counterpart (),,,49033,{},,világítinen,49034,403304,43131
,Super-counterpart (),,,49034,{},,raďoginen,49035,403304,42770
,Super-counterpart (),,,49035,{},,šúžo,49036,403699,42961
,Exact counterpart (),,,49036,{},,síňo,49037,404094,42895
,Super-counterpart (),,,49037,{},,világošno,49038,404489,43133
,Exact counterpart (),,,49038,{},,šetítno,49039,404884,42875
,Exact counterpart (),,,49039,{},,párno,49040,405279,42644
,Exact counterpart (),,,49040,{},,kálo,49041,405674,42212
,Exact counterpart (),,,49041,{},,lólo,49042,406069,42416
,Exact counterpart (),,,49042,{},,kíkno,49043,406464,42306
,Exact counterpart (),,,49043,{},,zeleno,49044,406859,43159
,Exact counterpart (),,,49050,{},,žuto (1),49051,407254,43174
,Super-counterpart (),,,49051,{},,astaren,49052,407649,41663
,Super-counterpart (),,,49052,{},,čípinen,49053,408044,41850
,Super-counterpart (),,,49053,{},,hajon,49054,408439,42099
,Super-counterpart (),,,49054,{},,zorálo,49055,408834,43169
,Exact counterpart (),,,49055,{},,kólo,49056,409229,42338
,Super-counterpart (),,,49056,{},,durvavo,49057,409624,41956
,Exact counterpart (),,,49057,{},,šímavo,49058,410019,42893
,Exact counterpart (),,,49058,{},,élešno,49059,410414,41980
,Exact counterpart (),,,49059,{},,tompavo,49060,410809,43036
,Super-counterpart (),,,49060,{},,pháro,49061,411204,42685
,Super-counterpart (),,,49061,{},,keňňíno,49062,411599,42260
,Exact counterpart (),,,49062,{},,sapáno,49063,411994,42832
,Exact counterpart (),,,49063,{},,nedvešno,49064,411994,42548
,Super-counterpart (),,,49064,{},,šúko,49065,412389,42951
,Exact counterpart (),,,49065,{},,foróno,49066,412784,42041
,Super-counterpart (),,,49066,{},,táto,49067,412784,42987
,Super-counterpart (),,,49067,{},,táto,49068,413179,42987
,Sub-counterpart (),,,49068,{},,šilálo,49069,413574,42890
,Sub-counterpart (),,,49069,{},,šudro,49070,413574,42949
,Super-counterpart (),,,49070,{},,šúžo,49071,413969,42961
,Exact counterpart (),,,49071,{},,melálo,49072,414364,42460
,Exact counterpart (),,,49072,{},,ráncošno,49073,395799,42775
,Exact counterpart (),,,49073,{},,lėlko,49074,414759,42396
,"Exact counterpart (There is no adjective meaning ‘surprised/astonished’, only verbs and verbal expressions meaning ‘to be surprised/astonished’ or ‘to wonder, to marvel’.)",,,49074,{},,dikhen báro,49075,415154,41922
,"Super-counterpart (There is no adjective meaning ‘surprised/astonished’, only verbs and verbal expressions meaning ‘to be surprised/astonished’ or ‘to wonder, to marvel’.)",,,49075,{},,čudákozinen,49076,415154,41870
,"Super-counterpart (There is no adjective meaning ‘surprised/astonished’, only verbs and verbal expressions meaning ‘to be surprised/astonished’ or ‘to wonder, to marvel’.)",,,49076,{},,bámulinen,49077,415154,41688
,Exact counterpart (),,,49077,{},,bast,49078,415549,41707
,Exact counterpart (),,,49078,{},,nabast,49079,415944,42525
,Super-counterpart (),,,49079,{},,bastálo,49080,416339,41708
,Super-counterpart (),,,49080,{},,asan,49081,416734,41656
,Super-counterpart (),,,49081,{},,asan,49082,417129,41656
,Super-counterpart (),,,49082,{},,khelen,49083,417524,42297
,Sub-counterpart (),,,49083,{},,bašaven,49084,417524,41706
,Super-counterpart (),,,49084,{},,kamen,49085,417919,42217
,Exact counterpart (),,,49085,{},,čumiden,49086,418314,41879
,Exact counterpart (),,,49086,{},,ňalábolinen,49087,418709,42531
,Exact counterpart (),,,49087,{},,astaren préku,49088,418709,41664
,Exact counterpart (),,,49088,{},,"elelinen, ölelinen",49089,418709,41979
,Exact counterpart (),,,49089,{},,dukh,49090,419104,41951
,Exact counterpart (),,,49090,{},,somorúšágo,49091,419499,42933
,Exact counterpart (),,,49091,{},,gondo,49092,419894,42074
,Super-counterpart (),,,49092,{},,šajnálinen,49093,420289,42818
,Exact counterpart (),,,49093,{},,šajnálato,49094,420684,42817
,Super-counterpart (),,,49094,{},,roven,49095,421079,42803
,Exact counterpart (),,,49095,{},,ásva,49096,421474,41666
,Super-counterpart (),,,49096,{},,jajgatinen,49097,421869,42188
,Exact counterpart (),,,49097,{},,hóli,49098,422659,42145
,Super-counterpart (),,,49098,{},,idegeššígo,49099,422659,42155
,Sub-counterpart (),,,49099,{},,rušen,49100,422659,42808
,Sub-counterpart (),,,49100,{},,íriččígo,49101,423054,42172
,Para-counterpart (),,,49101,{},,darajibe,49102,423054,41897
,Exact counterpart (),,,49102,{},,ladžavo,49103,423449,42373
,Super-counterpart (),,,49103,{},,gizdavo,49104,423844,42069
,Super-counterpart (),,,49104,{},,kíňešno,49105,423844,42308
,Super-counterpart (),,,49105,{},,troman,49106,424239,43049
,Super-counterpart (),,,49106,{},,bátorno,49107,424634,41711
,Exact counterpart (),,,49107,{},,dár,49108,425029,41896
,Super-counterpart (),,,49112,{},,kamen,49113,425819,42217
,Super-counterpart (),,,49113,{},,válostinen,49114,426214,43099
,Super-counterpart (),,,49114,{},,paťan,49115,426609,42654
,Exact counterpart (),,,49115,{},,čáčo,49116,427399,41671
,Super-counterpart (),,,49116,{},,čačukáno,49117,427399,41692
,Exact counterpart (),,,49117,{},,hazudinen,49118,427794,42125
,Exact counterpart (),,,49118,{},,bečapáši,49119,428189,41713
,Exact counterpart (),,,49119,{},,ándepekibe,49120,428189,41639
,Exact counterpart (),,,49120,{},,bočájtinen,49121,428584,41749
,Super-counterpart (),,,49122,{},,láčho,49123,428979,42370
,Super-counterpart (),,,49123,{},,erďavo,49124,429374,41992
,Super-counterpart (),,,49130,{},,láčho,49131,429769,42370
,Super-counterpart (),,,49131,{},,erďavo,49132,430164,41992
,Super-counterpart (cf. also bínešno oven ‘to be faulty’),,,49132,{},,hiba,49133,430559,42133
,Super-counterpart (),,,49133,{},,hiba,49134,430954,42133
,Sub-counterpart (),,,49134,{},,uprečhidkeribe,49135,431349,43071
,Super-counterpart (),,,49135,{},,hiba,49136,431349,42133
,Exact counterpart (),,,49136,{},,ašaribe,49137,431744,41659
,Exact counterpart (),,,49137,{},,šukár,49138,432139,42950
,Exact counterpart (),,,49138,{},,džungálo,49139,432534,41972
,Super-counterpart (),,,49139,{},,žugorotno,49140,432929,43172
,Sub-counterpart (),,,49140,{},,íhéhótlanno,49141,432929,42162
,Super-counterpart (),,,49141,{},,goďaver,49142,433324,42070
,Sub-counterpart (),,,49142,{},,budžando,49143,433324,41724
,Super-counterpart (),,,49143,{},,gódi,49144,433719,42071
,Exact counterpart (),,,49144,{},,gondúkozinen,49145,434114,42076
,Exact counterpart (),,,49145,{},,"gondolinen, gondulinen",49146,434509,42075
,Para-counterpart (),,,49146,{},,džanen,49147,434509,41967
,Super-counterpart (),,,49147,{},,paťan,49148,434904,42654
